VC:904M BD:May 15 2013 SN:LGR-13-0110
                     Time,      [CH4]_ppm,   [CH4]_ppm_sd,      [H2O]_ppm,   [H2O]_ppm_sd,      [CO2]_ppm,   [CO2]_ppm_sd,     [CH4]d_ppm,  [CH4]d_ppm_sd,     [CO2]d_ppm,  [CO2]d_ppm_sd,      GasP_torr,   GasP_torr_sd,         GasT_C,      GasT_C_sd,         AmbT_C,      AmbT_C_sd,         RD0_us,      RD0_us_sd,         RD1_us,      RD1_us_sd,            Gnd,         Gnd_sd,         LTC0_b,      LTC0_b_sd,         LTC0_v,      LTC0_v_sd,         LTC1_b,      LTC1_b_sd,         LTC1_v,      LTC1_v_sd,           BL0T,        BL0T_sd,           BL1T,        BL1T_sd,           BL2F,        BL2F_sd,           BL3F,        BL3F_sd,     12CH4_4_CT,  12CH4_4_CT_sd,     12CH4_4_AT,  12CH4_4_AT_sd,     12CH4_4_DF,  12CH4_4_DF_sd,     12CH4_4_PF,  12CH4_4_PF_sd,      H2O_12_CF,   H2O_12_CF_sd,      H2O_12_AT,   H2O_12_AT_sd,      H2O_12_DF,   H2O_12_DF_sd,      H2O_12_PF,   H2O_12_PF_sd,         BL0T_B,      BL0T_B_sd,         BL1T_B,      BL1T_B_sd,         BL2F_B,      BL2F_B_sd,         BL3F_B,      BL3F_B_sd,   12CO2_0_CT_B,12CO2_0_CT_B_sd,   12CO2_0_AT_B,12CO2_0_AT_B_sd,   12CO2_0_DF_B,12CO2_0_DF_B_sd,   12CO2_0_PF_B,12CO2_0_PF_B_sd,       Fit_Flag,   N_Fits_Avg'd,            MIU
  06/25/2014 08:09:19.663,    1.92943e+00,    1.41610e-03,    2.50789e+04,    9.63154e+01,    4.88962e+02,    1.19042e+00,    1.97906e+00,    1.64805e-03,    5.01540e+02,    1.17150e+00,    1.40203e+02,    1.84485e-02,    2.41934e+01,    1.91442e-03,    2.99439e+01,    7.01829e-03,    9.04131e+00,    9.76312e-04,    8.99213e+00,    3.83541e-03,    1.08705e-01,    1.85207e-05,    0.00000e+00,    0.00000e+00,   -1.60471e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -7.10726e+00,    0.00000e+00,    1.00897e+00,    3.65403e-05,    4.33161e-04,    2.17536e-07,   -1.59793e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -1.08023e+01,    2.19381e-04,    7.72205e-02,    7.61857e-05,    2.80054e-01,    9.01550e-07,    7.06000e-02,    1.80787e-11,    1.04100e+01,    2.19381e-04,    6.67883e-02,    2.69112e-04,    2.64249e-01,    8.50670e-07,    7.24000e-02,    1.38778e-17,    9.84608e-01,    4.53820e-05,    1.46741e-04,    7.10780e-08,    4.81977e-04,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -7.97948e-01,    1.83484e-04,    2.52185e-01,    4.70011e-04,    1.74097e-01,    5.60453e-07,    7.96548e-02,    1.25421e-08,              3,              2,       Disabled
  06/25/2014 08:09:21.463,    1.92770e+00,    1.01559e-03,    2.51568e+04,    1.18133e+01,    4.90401e+02,    3.03112e-02,    1.97745e+00,    1.01783e-03,    5.03056e+02,    3.71895e-02,    1.40194e+02,    5.21020e-02,    2.41984e+01,    1.63874e-03,    2.99611e+01,    6.07729e-03,    9.04337e+00,    3.02641e-03,    8.98828e+00,    4.97423e-03,    1.08708e-01,    1.58956e-06,    0.00000e+00,    0.00000e+00,   -1.60471e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -7.10724e+00,    0.00000e+00,    1.00914e+00,    1.41938e-05,    4.33140e-04,    2.07425e-07,   -1.59793e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -1.08013e+01,    5.04049e-04,    7.71610e-02,    3.86617e-05,    2.80056e-01,    7.71721e-07,    7.06000e-02,    1.30091e-11,    1.04110e+01,    5.04049e-04,    6.70155e-02,    3.68583e-05,    2.64251e-01,    7.28168e-07,    7.24000e-02,    1.38778e-17,    9.84657e-01,    4.73866e-05,    1.46905e-04,    8.29248e-09,    4.81977e-04,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -7.97041e-01,    7.90746e-05,    2.52795e-01,    2.46719e-04,    1.74098e-01,    4.79744e-07,    7.96547e-02,    2.46515e-08,              3,              2,       Disabled
  06/25/2014 08:09:23.283,    1.92986e+00,    9.00692e-05,    2.52071e+04,    4.36186e+01,    4.91587e+02,    2.93021e-01,    1.97977e+00,    1.80986e-04,    5.04299e+02,    3.23163e-01,    1.40178e+02,    3.58053e-02,    2.42032e+01,    1.81459e-03,    2.99813e+01,    8.21948e-03,    9.03916e+00,    2.09511e-03,    8.99255e+00,    4.77470e-04,    1.08734e-01,    1.86504e-05,    0.00000e+00,    0.00000e+00,   -1.60471e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -7.10722e+00,    0.00000e+00,    1.00912e+00,    6.60939e-05,    4.33034e-04,    9.62041e-08,   -1.59793e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -1.07995e+01,    1.38257e-03,    7.72004e-02,    4.47111e-06,    2.80058e-01,    8.54522e-07,    7.06000e-02,    1.13852e-12,    1.04128e+01,    1.38257e-03,    6.71192e-02,    1.20958e-04,    2.64253e-01,    8.06297e-07,    7.24000e-02,    1.38778e-17,    9.84675e-01,    1.25949e-04,    1.46757e-04,    5.78727e-08,    4.81977e-04,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -7.94401e-01,    1.55782e-03,    2.53490e-01,    2.26246e-04,    1.74100e-01,    5.31218e-07,    7.96547e-02,    5.72577e-09,              3,              2,       Disabled
  06/25/2014 08:09:25.276,    1.92865e+00,    4.10832e-04,    2.51953e+04,    3.12693e+00,    4.92699e+02,    5.54297e-01,    1.97850e+00,    4.15104e-04,    5.05434e+02,    5.67003e-01,    1.40170e+02,    3.64400e-02,    2.42083e+01,    1.78837e-03,    3.00068e+01,    8.35800e-03,    9.04381e+00,    1.76831e-03,    8.99059e+00,    4.97579e-03,    1.08821e-01,    2.02229e-05,    0.00000e+00,    0.00000e+00,   -1.60471e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -7.10719e+00,    1.31777e-05,    1.00906e+00,    4.82374e-05,    4.32845e-04,    1.46767e-07,   -1.59793e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -1.08019e+01,    4.94516e-05,    7.71847e-02,    1.05242e-05,    2.80061e-01,    8.42169e-07,    7.06000e-02,    5.25275e-12,    1.04104e+01,    4.94516e-05,    6.71275e-02,    9.47603e-06,    2.64255e-01,    7.94641e-07,    7.24000e-02,    1.96262e-17,    9.84623e-01,    3.35652e-06,    1.46773e-04,    2.84305e-08,    4.81977e-04,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -7.97325e-01,    3.55444e-04,    2.53984e-01,    3.57256e-04,    1.74101e-01,    5.23539e-07,    7.96547e-02,    2.21822e-08,              3,              2,       Disabled
  06/25/2014 08:09:27.316,    1.92808e+00,    1.08067e-03,    2.51853e+04,    2.07850e+01,    4.93982e+02,    4.39628e-01,    1.97790e+00,    1.06642e-03,    5.06744e+02,    4.40181e-01,    1.40200e+02,    4.78121e-02,    2.42131e+01,    1.81654e-03,    3.00219e+01,    6.11017e-03,    9.04089e+00,    1.19380e-03,    8.99587e+00,    2.77470e-03,    1.08828e-01,    6.55921e-06,    0.00000e+00,    0.00000e+00,   -1.60471e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -7.10716e+00,    0.00000e+00,    1.00915e+00,    5.28993e-05,    4.32903e-04,    1.25597e-07,   -1.59793e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -1.08001e+01,    1.70921e-03,    7.71508e-02,    2.61613e-05,    2.80063e-01,    8.55426e-07,    7.06000e-02,    1.37422e-11,    1.04122e+01,    1.70921e-03,    6.71020e-02,    6.61717e-05,    2.64257e-01,    8.07150e-07,    7.24000e-02,    1.38778e-17,    9.84804e-01,    6.70750e-05,    1.46666e-04,    8.16323e-08,    4.81977e-04,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -7.96091e-01,    9.72434e-04,    2.54841e-01,    5.82113e-05,    1.74103e-01,    5.31780e-07,    7.96546e-02,    1.03895e-08,              3,              2,       Disabled
  06/25/2014 08:09:29.362,    1.92748e+00,    5.85392e-04,    2.51967e+04,    8.70380e+01,    4.95223e+02,    7.03729e-01,    1.97731e+00,    7.77073e-04,    5.08023e+02,    7.67279e-01,    1.40195e+02,    3.10881e-02,    2.42180e+01,    1.84211e-03,    3.00377e+01,    7.02476e-03,    9.04447e+00,    6.13117e-04,    8.99382e+00,    1.97030e-03,    1.08774e-01,    1.10721e-05,    0.00000e+00,    0.00000e+00,   -1.60465e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -7.10714e+00,    0.00000e+00,    1.00910e+00,    1.61763e-04,    4.33037e-04,    7.49171e-08,   -1.59793e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -1.07991e+01,    1.92846e-04,    7.71521e-02,    3.43387e-05,    2.80065e-01,    8.67464e-07,    7.06000e-02,    7.46989e-12,    1.04132e+01,    1.92846e-04,    6.71653e-02,    2.45631e-04,    2.64260e-01,    8.18508e-07,    7.24000e-02,    1.38778e-17,    9.84730e-01,    1.48602e-04,    1.46734e-04,    3.09616e-08,    4.81977e-04,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -7.93917e-01,    9.61261e-04,    2.55406e-01,    3.60495e-04,    1.74104e-01,    5.39264e-07,    7.96546e-02,    2.52161e-08,              3,              2,       Disabled
  06/25/2014 08:09:32.263,    1.92893e+00,    5.62876e-04,    2.52600e+04,    1.49717e+01,    4.96640e+02,    2.61679e-02,    1.97892e+00,    5.47068e-04,    5.09511e+02,    3.46720e-02,    1.40149e+02,    1.86885e-03,    2.42258e+01,    5.40715e-03,    3.00638e+01,    1.69495e-02,    9.04278e+00,    5.58023e-04,    8.99478e+00,    3.65034e-04,    1.08831e-01,    9.23449e-05,    0.00000e+00,    0.00000e+00,   -1.60455e+00,    4.81885e-05,    0.00000e+00,    0.00000e+00,   -7.10710e+00,    1.82810e-05,    1.00910e+00,    8.18362e-06,    4.32814e-04,    2.53392e-07,   -1.59793e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -1.07979e+01,    8.16925e-04,    7.71663e-02,    3.11599e-05,    2.80069e-01,    2.54623e-06,    7.06000e-02,    7.15473e-12,    1.04144e+01,    8.16925e-04,    6.73134e-02,    4.44881e-05,    2.64263e-01,    2.40253e-06,    7.24000e-02,    1.38778e-17,    9.84681e-01,    7.43185e-06,    1.46832e-04,    5.29976e-08,    4.81977e-04,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -7.92829e-01,    9.09695e-05,    2.56067e-01,    1.12634e-05,    1.74106e-01,    1.58288e-06,    7.96546e-02,    2.31550e-09,              3,              2,       Disabled
  06/25/2014 08:09:34.064,    1.92901e+00,    2.63336e-03,    2.52379e+04,    4.29355e+01,    4.98254e+02,    5.21802e-01,    1.97896e+00,    2.78871e-03,    5.11155e+02,    5.12798e-01,    1.40197e+02,    5.14585e-02,    2.42329e+01,    1.98859e-03,    3.00823e+01,    6.47432e-03,    9.04135e+00,    1.76531e-03,    8.99340e+00,    2.05851e-03,    1.08835e-01,    4.22389e-05,    0.00000e+00,    0.00000e+00,   -1.60445e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -7.10706e+00,    0.00000e+00,    1.00908e+00,    8.19248e-05,    4.32850e-04,    8.42783e-08,   -1.59793e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -1.07950e+01,    2.34452e-03,    7.71797e-02,    1.19668e-04,    2.80072e-01,    9.36418e-07,    7.06000e-02,    3.34987e-11,    1.04173e+01,    2.34452e-03,    6.72793e-02,    1.22472e-04,    2.64266e-01,    8.83571e-07,    7.24000e-02,    0.00000e+00,    9.84772e-01,    1.68654e-04,    1.46803e-04,    8.60868e-08,    4.81977e-04,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -7.88771e-01,    2.76562e-03,    2.56935e-01,    2.30184e-04,    1.74108e-01,    5.82129e-07,    7.96546e-02,    1.42734e-08,              3,              2,       Disabled
  06/25/2014 08:09:35.868,    1.92853e+00,    1.12436e-03,    2.52646e+04,    6.74617e+01,    4.99568e+02,    4.06704e-01,    1.97852e+00,    1.29043e-03,    5.12517e+02,    4.52717e-01,    1.40199e+02,    1.26695e-02,    2.42382e+01,    1.92700e-03,    3.01025e+01,    8.83398e-03,    9.04452e+00,    4.63637e-03,    8.99255e+00,    2.97401e-03,    1.08785e-01,    2.21149e-05,    0.00000e+00,    0.00000e+00,   -1.60445e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -7.10702e+00,    0.00000e+00,    1.00919e+00,    6.14580e-05,    4.32764e-04,    4.89374e-08,   -1.59793e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -1.08038e+01,    3.10585e-04,    7.71857e-02,    1.13924e-05,    2.80075e-01,    9.07408e-07,    7.06000e-02,    1.42965e-11,    1.04085e+01,    3.10585e-04,    6.73845e-02,    1.54917e-04,    2.64269e-01,    8.56198e-07,    7.24000e-02,    1.96262e-17,    9.84768e-01,    1.04540e-04,    1.46777e-04,    4.65153e-08,    4.81977e-04,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -7.86124e-01,    2.36840e-04,    2.57583e-01,    3.14866e-04,    1.74110e-01,    5.64095e-07,    7.96545e-02,    9.06191e-09,              3,              2,       Disabled
  06/25/2014 08:09:37.843,    1.93062e+00,    1.49126e-03,    2.52154e+04,    4.27291e+01,    5.00950e+02,    5.58453e-01,    1.98056e+00,    1.61665e-03,    5.13909e+02,    5.50372e-01,    1.40186e+02,    6.01100e-02,    2.42431e+01,    1.59338e-03,    3.01198e+01,    2.37371e-03,    9.04311e+00,    7.29479e-04,    8.99365e+00,    4.06774e-03,    1.08815e-01,    3.73196e-05,    0.00000e+00,    0.00000e+00,   -1.60445e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -7.10697e+00,    2.43893e-05,    1.00907e+00,    1.15585e-04,    4.32981e-04,    2.41031e-07,   -1.59793e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -1.08042e+01,    2.73018e-05,    7.72478e-02,    3.36175e-05,    2.80077e-01,    7.50300e-07,    7.06000e-02,    1.89285e-11,    1.04081e+01,    2.73018e-05,    6.72455e-02,    8.77040e-05,    2.64271e-01,    7.07956e-07,    7.24000e-02,    1.96262e-17,    9.84687e-01,    8.07636e-05,    1.46593e-04,    1.23596e-07,    4.81977e-04,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -7.87455e-01,    6.35784e-04,    2.58295e-01,    2.79137e-04,    1.74111e-01,    4.66428e-07,    7.96545e-02,    2.71282e-08,              3,              2,       Disabled
  06/25/2014 08:09:39.881,    1.92759e+00,    3.52652e-04,    2.53061e+04,    3.81482e+01,    5.02135e+02,    7.44350e-01,    1.97764e+00,    2.84406e-04,    5.15172e+02,    7.83839e-01,    1.40167e+02,    7.83378e-03,    2.42482e+01,    1.76010e-03,    3.01376e+01,    5.57856e-03,    9.04330e+00,    4.85017e-03,    8.99233e+00,    8.65727e-04,    1.08830e-01,    4.48482e-07,    0.00000e+00,    0.00000e+00,   -1.60445e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -7.10695e+00,    0.00000e+00,    1.00911e+00,    1.17879e-04,    4.32756e-04,    1.18643e-07,   -1.59793e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -1.08052e+01,    3.08865e-05,    7.71147e-02,    2.20132e-05,    2.80079e-01,    8.28799e-07,    7.06000e-02,    4.54885e-12,    1.04071e+01,    3.08865e-05,    6.74884e-02,    1.37307e-04,    2.64273e-01,    7.82025e-07,    7.24000e-02,    1.38778e-17,    9.84681e-01,    5.40832e-05,    1.46737e-04,    5.47588e-09,    4.81977e-04,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -8.04104e-01,    1.66931e-05,    2.58823e-01,    3.41259e-04,    1.74113e-01,    5.15228e-07,    7.96544e-02,    2.39982e-09,              3,              2,       Disabled
  06/25/2014 08:09:41.925,    1.92912e+00,    9.55410e-06,    2.52996e+04,    2.10916e+01,    5.03271e+02,    6.06882e-01,    1.97919e+00,    3.30257e-05,    5.16334e+02,    6.33807e-01,    1.40189e+02,    6.00772e-02,    2.42533e+01,    1.95493e-03,    3.01543e+01,    7.23577e-03,    9.04243e+00,    1.21969e-03,    8.99374e+00,    2.40835e-03,    1.08819e-01,    5.92898e-06,    0.00000e+00,    0.00000e+00,   -1.60445e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -7.10695e+00,    0.00000e+00,    1.00919e+00,    1.13154e-04,    4.32917e-04,    1.49643e-07,   -1.59793e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -1.08029e+01,    2.02240e-03,    7.71783e-02,    2.40772e-05,    2.80082e-01,    9.20534e-07,    7.06000e-02,    8.98387e-14,    1.04094e+01,    2.02240e-03,    6.74845e-02,    3.99370e-05,    2.64275e-01,    8.68583e-07,    7.24000e-02,    1.38778e-17,    9.84746e-01,    1.68150e-05,    1.46645e-04,    4.90596e-08,    4.81977e-04,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -8.02130e-01,    1.04763e-03,    2.59482e-01,    1.28847e-04,    1.74114e-01,    5.72255e-07,    7.96544e-02,    2.50534e-08,              3,              2,       Disabled
  06/25/2014 08:09:44.861,    1.92824e+00,    9.97094e-05,    2.53920e+04,    3.21280e+01,    5.04694e+02,    3.80697e-01,    1.97848e+00,    1.67528e-04,    5.17843e+02,    4.07687e-01,    1.40200e+02,    1.55571e-02,    2.42610e+01,    5.58307e-03,    3.01774e+01,    1.70568e-02,    9.04246e+00,    3.09573e-03,    8.99204e+00,    2.15315e-03,    1.08883e-01,    3.87543e-05,    0.00000e+00,    0.00000e+00,   -1.60445e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -7.10695e+00,    0.00000e+00,    1.00918e+00,    9.35179e-05,    4.32810e-04,    8.35144e-08,   -1.59793e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -1.08034e+01,    7.83230e-04,    7.71451e-02,    3.39253e-05,    2.80085e-01,    2.62892e-06,    7.06000e-02,    1.23226e-12,    1.04089e+01,    7.83230e-04,    6.77502e-02,    6.50289e-05,    2.64279e-01,    2.48055e-06,    7.24000e-02,    1.38778e-17,    9.84567e-01,    9.79707e-05,    1.46785e-04,    3.33469e-08,    4.81977e-04,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -8.01457e-01,    2.09446e-04,    2.60173e-01,    9.54264e-05,    1.74117e-01,    1.63428e-06,    7.96544e-02,    1.45166e-11,              3,              2,       Disabled
  06/25/2014 08:09:46.664,    1.92892e+00,    1.54460e-03,    2.53860e+04,    5.21134e+00,    5.05654e+02,    8.52251e-01,    1.97916e+00,    1.57425e-03,    5.18825e+02,    8.77224e-01,    1.40174e+02,    1.82406e-02,    2.42686e+01,    1.59086e-03,    3.02013e+01,    4.28633e-03,    9.04103e+00,    5.52839e-04,    8.99746e+00,    4.72234e-03,    1.08881e-01,    2.13291e-05,    0.00000e+00,    0.00000e+00,   -1.60441e+00,    4.49614e-05,    0.00000e+00,    0.00000e+00,   -7.10694e+00,    1.40201e-05,    1.00909e+00,    1.09557e-05,    4.32801e-04,    2.29524e-07,   -1.59793e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -1.07991e+01,    4.65512e-04,    7.71416e-02,    5.72892e-05,    2.80089e-01,    7.49085e-07,    7.06000e-02,    1.96310e-11,    1.04132e+01,    4.65512e-04,    6.77246e-02,    2.14279e-05,    2.64282e-01,    7.06810e-07,    7.24000e-02,    0.00000e+00,    9.84641e-01,    8.75118e-05,    1.46770e-04,    1.67544e-07,    4.81977e-04,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -7.96871e-01,    1.26960e-04,    2.60763e-01,    3.33814e-04,    1.74119e-01,    4.65673e-07,    7.96544e-02,    2.85845e-08,              3,              2,       Disabled
  06/25/2014 08:09:48.483,    1.92875e+00,    6.05747e-04,    2.53229e+04,    6.65046e+01,    5.07159e+02,    6.29360e-02,    1.97886e+00,    7.56508e-04,    5.20335e+02,    1.00075e-01,    1.40176e+02,    4.40031e-02,    2.42736e+01,    1.83654e-03,    3.02160e+01,    4.30319e-03,    9.04287e+00,    6.36541e-05,    8.99447e+00,    5.80464e-03,    1.08903e-01,    3.28581e-05,    0.00000e+00,    0.00000e+00,   -1.60435e+00,    4.96469e-05,    0.00000e+00,    0.00000e+00,   -7.10692e+00,    1.67471e-05,    1.00923e+00,    8.04481e-05,    4.32661e-04,    6.15584e-08,   -1.59793e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -1.07974e+01,    1.06779e-03,    7.71495e-02,    4.99591e-05,    2.80091e-01,    8.64758e-07,    7.06000e-02,    7.69384e-12,    1.04149e+01,    1.06779e-03,    6.75799e-02,    1.95886e-04,    2.64284e-01,    8.15954e-07,    7.24000e-02,    1.38778e-17,    9.84775e-01,    2.23299e-05,    1.46772e-04,    4.56446e-08,    4.81977e-04,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -7.95068e-01,    1.21267e-03,    2.61449e-01,    5.10190e-05,    1.74120e-01,    5.37581e-07,    7.96543e-02,    1.99170e-09,              3,              2,       Disabled
  06/25/2014 08:09:50.263,    1.92610e+00,    6.84455e-04,    2.53540e+04,    1.20815e+01,    5.08436e+02,    5.75269e-01,    1.97621e+00,    6.77763e-04,    5.21662e+02,    5.96700e-01,    1.40200e+02,    3.34519e-02,    2.42787e+01,    1.91188e-03,    3.02316e+01,    8.34311e-03,    9.04683e+00,    1.12004e-03,    8.99441e+00,    8.70990e-04,    1.08917e-01,    4.10593e-05,    0.00000e+00,    0.00000e+00,   -1.60428e+00,    5.23657e-05,    0.00000e+00,    0.00000e+00,   -7.10690e+00,    1.51590e-05,    1.00915e+00,    9.63969e-05,    4.32722e-04,    7.68408e-08,   -1.59793e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -1.07962e+01,    1.26356e-03,    7.70874e-02,    3.72500e-05,    2.80094e-01,    9.00227e-07,    7.06000e-02,    8.75512e-12,    1.04161e+01,    1.26356e-03,    6.77132e-02,    2.79215e-05,    2.64287e-01,    8.49422e-07,    7.24000e-02,    0.00000e+00,    9.84796e-01,    1.27193e-04,    1.46700e-04,    3.72009e-08,    4.81977e-04,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -7.95239e-01,    6.62914e-04,    2.62141e-01,    2.56104e-04,    1.74122e-01,    5.59631e-07,    7.96543e-02,    2.41569e-09,              3,              2,       Disabled
  06/25/2014 08:09:52.119,    1.92983e+00,    1.35944e-03,    2.54098e+04,    7.42467e+01,    5.09859e+02,    8.09161e-02,    1.98015e+00,    1.54573e-03,    5.23152e+02,    4.31707e-02,    1.40192e+02,    4.76096e-02,    2.42840e+01,    1.50086e-03,    3.02516e+01,    3.86374e-03,    9.04309e+00,    1.35144e-03,    8.99237e+00,    7.03020e-05,    1.08898e-01,    2.82020e-05,    0.00000e+00,    0.00000e+00,   -1.60420e+00,    4.98902e-05,    0.00000e+00,    0.00000e+00,   -7.10688e+00,    1.64912e-05,    1.00914e+00,    7.84519e-05,    4.32733e-04,    9.08926e-08,   -1.59793e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -1.07964e+01,    1.08324e-04,    7.71976e-02,    1.74189e-05,    2.80096e-01,    7.06688e-07,    7.06000e-02,    1.73612e-11,    1.04159e+01,    1.08324e-04,    6.78398e-02,    1.62353e-04,    2.64289e-01,    6.66806e-07,    7.24000e-02,    1.38778e-17,    9.84578e-01,    3.36499e-05,    1.46941e-04,    8.27201e-08,    4.81977e-04,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -7.94374e-01,    1.10388e-04,    2.62790e-01,    1.30382e-04,    1.74123e-01,    4.39317e-07,    7.96543e-02,    1.62792e-08,              3,              2,       Disabled
  06/25/2014 08:09:54.186,    1.92817e+00,    1.77655e-03,    2.54208e+04,    1.04216e+01,    5.10901e+02,    4.09948e-01,    1.97847e+00,    1.80173e-03,    5.24228e+02,    4.26247e-01,    1.40177e+02,    3.57476e-02,    2.42888e+01,    1.74861e-03,    3.02634e+01,    5.30910e-03,    9.04114e+00,    9.09953e-04,    8.99592e+00,    1.57328e-03,    1.08979e-01,    3.85280e-06,    0.00000e+00,    0.00000e+00,   -1.60410e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -7.10683e+00,    1.56071e-05,    1.00922e+00,    1.31729e-05,    4.32565e-04,    1.23047e-07,   -1.59793e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -1.08025e+01,    9.05771e-03,    7.71041e-02,    4.45390e-05,    2.80099e-01,    8.23335e-07,    7.06000e-02,    2.26402e-11,    1.04098e+01,    9.05771e-03,    6.78561e-02,    5.50945e-05,    2.64291e-01,    7.76869e-07,    7.24000e-02,    1.38778e-17,    9.84735e-01,    3.36204e-05,    1.46811e-04,    1.60773e-07,    4.81977e-04,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -7.95338e-01,    7.43981e-05,    2.63396e-01,    3.21522e-04,    1.74125e-01,    5.11830e-07,    7.96542e-02,    5.26576e-10,              3,              2,       Disabled
  06/25/2014 08:09:56.211,    1.93038e+00,    3.46201e-04,    2.55151e+04,    4.59758e+01,    5.12505e+02,    4.23050e-01,    1.98093e+00,    4.48725e-04,    5.25925e+02,    4.58940e-01,    1.40169e+02,    3.80515e-02,    2.42939e+01,    1.66547e-03,    3.02825e+01,    4.94832e-03,    9.03946e+00,    2.68003e-03,    8.98990e+00,    1.11839e-04,    1.08949e-01,    1.64822e-05,    0.00000e+00,    0.00000e+00,   -1.60410e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -7.10680e+00,    0.00000e+00,    1.00914e+00,    1.63977e-04,    4.32792e-04,    6.17829e-08,   -1.59793e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -1.08074e+01,    5.65978e-04,    7.71708e-02,    1.48921e-05,    2.80101e-01,    7.84181e-07,    7.06000e-02,    4.37004e-12,    1.04049e+01,    5.65978e-04,    6.81004e-02,    1.27417e-04,    2.64293e-01,    7.39925e-07,    7.24000e-02,    0.00000e+00,    9.84632e-01,    1.45410e-04,    1.46759e-04,    3.39086e-08,    4.81977e-04,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -7.92960e-01,    5.94437e-04,    2.64021e-01,    1.40056e-04,    1.74126e-01,    4.87490e-07,    7.96542e-02,    1.17731e-09,              3,              2,       Disabled
